id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
2520,SQL and Data Visualization - The Complete Bootcamp,Raffi Sarkissian | SQL | PostgreSQL | Metabase,"Become an expert in SQL, Data Analysis, Business Intelligence & Data Visualization. Learn SQL from A to Z",5,Beginner,899.955,1034.955
703,Asp.Net Core : The Complete Guide To Build RESTful Api's,Asfend Yar Hamid,"Learn to build secure RESTful Api's with Asp.Net Core, Entity Framework and C# with .NET 7 2022",8,All Levels,1439.955,7199.955
159,PHP with Laravel for beginners - Become a Master in Laravel,"Edwin Diaz, Coding Faculty Solutions",Learn to master Laravel to make advanced applications like the real CMS app we build on this course,43,All Levels,1439.955,3824.955
4642,Kotlin for Android Development : Develop an App with Kotlin,"Concept Courses ⁯⁯⁯⁯⁯, Ted Horyczun",Develop a Real World Weather App Using Kotlin for Android Development,1,Beginner,1214.955,2159.955
1082,AWS SageMaker Practical for Beginners | Build 6 Projects,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team","Master AWS SageMaker Algorithms (Linear Learner, XGBoost, PCA, Image Classification) & Learn SageMaker Studio & AutoML",16,Intermediate,1439.955,7199.955
910,"React & Django Full Stack: web app, backend API, mobile apps",Krystian Czekalski,"React single page web app, Django 2 REST API with Python 3, React Native cross platform mobile apps for Android and iOS",19,Beginner,1214.955,3239.955
3774,"React.js: Building Production Ready Apps, Start to Finish","3D BUZZ Programming and Digital Art training, Nelson LaQuet",Professional web development using React and Reactive Extensions,17,All Levels,1214.955,2159.955
3115,Java Socket Programming: Build a Chat Application,Abhay Redkar,Learn Java socket programming concepts and build a multi-user chat application,2,All Levels,899.955,1034.955
2907,Complete Python & Python OOP with Exercises& Projects in2022,Temotec Learning Academy,Python Programming Basics full & Python Object Oriented Programming (OPP) Guide for Python Programmers & Python Coders.,5,Beginner,899.955,1034.955
362,Angular Essentials (Angular 2+ with TypeScript),"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",The most efficient way to dive into Angular 2+ if you got limited time or need to refresh the basics!,6,All Levels,1439.955,3374.955
366,Microfrontends with React: A Complete Developer's Guide,Stephen Grider,Build incredibly scalable apps with a microfrontend architecture,9,All Levels,1214.955,5849.955
4092,Game Character Sculpting For Beginners with Zbrush & Maya,Nalini Kanta Jena,"Step By Step Guide From Besh Mesh Creation to High Poly Sculpting Using Zbrush, Maya and Marvelous Designer",12,Beginner,1034.955,2159.955
2358,The Complete Dart Learning Guide [2022 Edition],Hassan Fulaih,A Complete Guide to the Dart Programming Language,7,All Levels,1214.955,6299.955
456,"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Clément Jean,Google Protobuf with examples and exercises. Code in Java Go Python. Say Goodbye to JSON & XML. Pre-req to gRPC,3,Beginner,1214.955,3239.955
4692,The Complete Regular Expressions Universe (Master Course),Sandeep Kumar,"Master Regular Expressions (Regex/RegexP) for Python, PHP, Perl, JavaScript, Java, HTML, Ruby, Golang & other languages",5,All Levels,1214.955,3824.955
1675,C Programming For Beginners -Build Bank ATM Machine Software,Techwood Academy(India),"C  Programming: Write C Program Like a Pro, Steps For Better Coding in C Programming Language.",2,All Levels,899.955,1034.955
4761,Introduction to GPU computing with CUDA,MetalStorm Games,Learn how to make your first video game by making a BomberMan Style 3D game using the Unity Game Engine and C#,24,Beginner,1034.955,2609.955
4157,"RxJS - Mastering Observables, Subjects and Operators",Daniel Stern,Learn to leverage observables and asynchronous data streams in this first-class course on RxJS!,1,Beginner,1034.955,2159.955
3938,Web Application Performance Testing,Mentors Net,In this course we will discuss what are the industry practices to conduct a performance test.,7,All Levels,899.955,1034.955
1121,Introduction to web programming for GIS applications,Michael Miller,"Understanding web programming fundamentals focused on geospatial applications using Leaflet, Turf.js, and PostGIS",14,Beginner,1214.955,3239.955
1747,How to Make a Retro Style 3D FPS in the Godot Game Engine,Narayana Walters,Learn how to make an old school fast-paced first person shooter in the Godot game engine,6,Intermediate,1034.955,2159.955
196,Selenium WebDriver 4 With Java - Novice To Ninja + Interview,Lets Kode It,"Join the ""Top Rated Selenium 4 Updated Course""-Basics To Advanced Level With POM, Grid, Maven, GitHub,Jenkins,Interviews",44,All Levels,1214.955,5849.955
1304,Understanding NPM - Node.js Package Manager,"Bogdan Stashchuk | Software Engineer, MBA, PhD","Understand and practice NPM. Learn how to use NPM in Node.js, how to install NPM packages, how to configure NPM scripts.",2,All Levels,1214.955,3599.955
2113,Build Minecraft Mod using JAVA - for Kids and Beginners,Fawz Mehfil,Minecraft Modding using Forge and JAVA. Easy to follow with over 50 lectures and 6 hours of learning content.,6,Beginner,1214.955,4499.955
2896,Learn HTML 5 in 1 hour,John Bura,Learn how to code in HTML 5 in 1 hour. This class is set up for complete beginners!,1,Beginner,1034.955,3239.955
4488,Intro Robotics Developer Course - Using ROS in Python,Raymond Andrade,Learn to program Robots using the famous Robot Operating System (ROS) framework in Python,4,Beginner,1034.955,1214.955
3734,Be a Bootstrap Developer from scratch,Igneus Technologies,Learn Bootstrap from basics and create great Websites. Start from scratch and learn fast production technique.,3,Beginner,1214.955,3239.955
2725,Learn Machine Learning & Data Mining with Python,Data Science Guide,"Learn Building Machine Learning & Deep Learning Models in Python, and use the Results in Data Mining Analyses",8,All Levels,899.955,1034.955
3456,Learn SASS and SCSS,"Dollar Design School, Dave Moran",Supercharge your CSS! Unleash the Advantages of CSS Pre-processing with SASS and SCSS.,3,Intermediate,1214.955,3239.955
4372,Database design using ER modelling & Normalization technique,Learn App Inventor 2,Learn Database design using examples in a very short period of time.,2,Beginner,1214.955,1889.955
478,Introduction to Natural Language Processing (NLP),Brian Sacash,Learn how to analyze text data.,3,Beginner,1214.955,3239.955
44,Understanding TypeScript - 2023 Edition,Maximilian Schwarzmüller,"Boost your JavaScript projects with TypeScript: Learn all about core types, generics, TypeScript + React or Node & more!",15,All Levels,1439.955,6299.955
4061,Spring Boot 2  & React FullStack Development,Nelson Jamal,Build and deploy FullStack applications,8,All Levels,1439.955,6299.955
2627,Qt 5 C++ GUI Development - Intermediate,Daniel Gakwaya,"Learn Intermediate Qt C++ GUI : Events, Painting, Model View Architecture, Graphics View Framework, Deployment and more.",40,Intermediate,899.955,1034.955
883,The Docker for DevOps course: From development to production,Nick Janetakis,Updated for Docker v19.03+. Learn how to build and deploy web applications with Docker in an automated way.,8,All Levels,1034.955,1214.955
834,Machine Learning- From Basics to Advanced,"EdYoda Digital University, Awantik Das",A beginners guide to learn Machine Learning (including Hands-on projects - From Basic to Advance Level),7,Beginner,1034.955,2699.955
1602,"REST API Automation:REST Assured,Serenity BDD Framework",Tejasvi Hegde,"Build a robust REST API test automation framework/CI environment using Serenity BDD, Jenkins, Git",5,All Levels,1439.955,6299.955
1448,React Native and Redux Course using hooks,Mukesh Phulwani,Take your react.js skills to next level by building Native Android and IOS Apps using React Native,14,All Levels,1034.955,1439.955
3055,Hello Python - Python Programming for Beginners,Rob Merrill,Introductory Course for Beginning Programmers,6,Beginner,1214.955,5849.955
1197,SQL Server Performance Tuning Part 2,Raphael Asghar,Resolving SQL Server performance tuning issues,7,Beginner,899.955,1034.955
4496,Mastering XPath and CSS Selector for Selenium,Krishna Sakinala,Constructing Effective XPath and CSS Selector,3,All Levels,899.955,1034.955
667,Deep Learning: GANs and Variational Autoencoders,"Lazy Programmer Team, Lazy Programmer Inc.","Generative Adversarial Networks and Variational Autoencoders in Python, Theano, and Tensorflow",8,Intermediate,1439.955,0
498,The Complete Git Guide: Understand and master Git and GitHub,"Bogdan Stashchuk | Software Engineer, MBA, PhD","Complete Git and GitHub guide (23 HOURS) - Master all Git features: commits, branches, merging, rebasing and squashing",23,All Levels,1214.955,3599.955
2279,Selenium in Java - Setup Simple Test Automation Framework,"Tigran Ter-Karapetyants, Learn IT University, Andrii Piatakha","Learn Selenium from scratch and build Test Automation framework with minimum set of tools: Java, Gradle, JUnit, Selenium",4,All Levels,1214.955,1574.955
3344,"Mobile App Development for Beginners (Swift 3, iPhone iOS10)",Dee Aliyu Odumosu,iPhone (iOS 10) app development. The complete development course. Use Swift 3 & Xcode 8 to design 10 iPhone apps.,33,Beginner,1034.955,2159.955
913,"Complete & Practical SAS, Statistics & Data Analysis Course",Shenggang Li,"A complete guide and use cases study for job seekers and beginners -- start career in  SAS, Statistics and Data science",16,All Levels,1214.955,2924.955
847,A Beginner's Guide To Machine Learning with Unity,"Penny de Byl, Penny @Holistic3D.com","Advanced games AI with genetic algorithms, neural networks & Q-learning in C# and Tensorflow for Unity",13,Intermediate,899.955,1034.955
2404,Mastering C++ Standard Library Features,Packt Publishing,Harness the power of the C++ STL and make full use of its components,6,Intermediate,1214.955,3509.955
3353,Create a Website from Scratch using HTML CSS step by step,Laurence Svekis,A beginner guide to using HTML and CSS to create websites learn step by step how to create HTML code and then apply CSS,1,Beginner,1034.955,2699.955
5022,"Siemens WinCC SCADA Programming, SCADA1 ( Basic )",Serkan Büyüktopçu,This course is a great push for any one who want to start in SCADA Programming career Code: DISCOUNT10.,2,Expert,2339.955,0
2028,Construct 3 - The Complete Game Creation Learning Course,Mihai Morosanu,Learn how to create games in Construct 3 (successor of construct 2) from zero all the way to uploading to  play stores.,8,Beginner,1214.955,3689.955
1952,"Quasar V1: PWA (with Vue JS 2, Firebase, NodeJS & Express)",Danny Connell,"Create a Beautiful Instagram-Style Progressive Web App with Vue 2, Quasar V1, Firebase, NodeJS & Express",15,All Levels,899.955,1034.955
3003,Implementing a Data Warehouse with Microsoft SQL Server,Bluelime Learning Solutions,Design and implement a data warehouse,7,Beginner,1214.955,3509.955
2764,Web Authentication With Golang - Google's Go Language,"Todd McLeod, Daniel Hoffmann","Learn Golang Web Authentication, Encryption, JWT, HMAC, & OAuth with the Go Language",14,Intermediate,1214.955,2924.955
2644,Java Programming Bootcamp 2022 - Build Real Projects!,Ghulam Abbas,Learn Java Programming from scratch to advance to clear concepts | Java for Complete Beginners to Advance,27,All Levels,899.955,1034.955
318,Complete guide to building an app with .Net Core and React,Neil Cummings,"The complete guide to building an app from start to finish using ASP.NET Core, React (with Typescript) and Mobx",32,All Levels,1439.955,7199.955
155,Master Java Web Services and REST API with Spring Boot,in28Minutes Official,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,12,All Levels,1214.955,6299.955
469,Object-oriented Programming in JavaScript,Mosh Hamedani,"Learn all about OOP, understand the most confusing parts of JavaScript and prepare for technical interviews",4,Intermediate,1214.955,2159.955
2651,Master KnockoutJS : Knockout JS - JavaScript MVVM,SkillBakery Studio,Learn KnockoutJS - JavaScript implementation of the MVVM-Model View View Model with easy to understand examples.,2,All Levels,1034.955,2159.955
2727,Intro to C# Programming and Scripting for Games in Unity,3dmotive LLC,Learn the principle fundamentals of scripting and coding with the C# language for games inside of Unity!,4,Intermediate,899.955,1034.955
4852,Coding for actual beginners (C# / Unity / Game development),Matt Sharp,Tired of 'beginner' coding tutorials not really being for beginners? Never touched code in your life? This is for you.,5,Beginner,899.955,1034.955
150,The Agile Samurai Bootcamp,Jonathan Rasmusson,"Everything you need to setup, execute, and successfully deliver your own Agile project.",3,All Levels,1439.955,7199.955
4422,Master Git and GitHub in 5 Days: Go from Zero to Hero,Jose Portilla,"Learn to master git and GitHub in just one week! Learn how to use commits, branches, pull requests, and more!",6,All Levels,1034.955,5399.955
4174,Build RESTFUL APIs using Kotlin and Spring Boot,Pragmatic Code School,A complete hands on approach to learn the Kotlin language and build Restful APIs using Kotlin SpringBoot.,8,All Levels,1034.955,3239.955
4539,"Shopify App Development - Vanilla PHP, GraphQL, & REST API",Bernard Polidario,"Learn Shopify app development & create Shopify apps using Vanilla PHP, GraphQL, REST API, and more!",8,All Levels,2159.955,0
